topword,year,freq
love,1988,7
put,1988,7
council,1988,19
levy,1988,7
law,1988,7
committee,1988,7
food,1988,7
system,1988,7
likely,1988,7
charges,1988,7
saf,1988,7
jailed,1988,7
elected,1988,7
future,1988,7
wage,1988,7
drug,1988,7
lift,1988,7
polls,1988,7
killed,1988,7
election,1988,7
pact,1988,7
stand,1988,7
letters,1988,7
national,1988,7
detainees,1988,7
students,1988,7
Chinese,1988,6
dance,1988,6
decide,1988,6
blast,1988,6
die,1988,17
leaders,1988,6
warns,1988,6
japanese,1988,6
Brunei,1988,6
family,1988,6
extra,1988,6
select,1988,6
tax,1988,6
hurt,1988,6
car,1988,6
values,1988,6
give,1988,6
plans,1988,6
third,1988,6
trading,1988,6
aids,1988,6
looking,1988,6
members,1988,6
think,1988,6
tomorrow,1988,6
horse,1988,6
caught,1988,6
girls,1988,6
scheme,1988,6
part,1988,6
better,1988,6
face,1988,6
jail,1988,6
come,1988,6
hits,1988,6
country,1988,6
gsp,1988,6
makes,1988,6
lets,1988,6
rules,1988,6
dead,1988,6
power,1988,6
Suharto,1988,6
civil,1988,6
S'poreans,1988,6
war,1988,6
happy,1988,6
HK,1988,6
building,1988,6
land,1988,6
results,1988,5
month,1988,12
protest,1988,5
Asian,1988,5
women,1988,5
sitting,1988,5
fall,1988,11
lawyer,1988,5
body,1988,5
never,1988,5
free,1988,5
search,1988,5
ahead,1988,5
heroin,1988,5
action,1988,5
win,1988,11
tribunal,1988,5
mobilisation,1988,5
malay,1988,5
hold,1988,5
President,1988,5
gas,1988,5
hot,1988,5
petrochem,1988,5
maids,1988,5
order,1988,5
talk,1988,16
Bush,1988,5
late,1988,5
dad,1988,5
try,1988,5
schools,1988,5
drop,1988,11
due,1988,5
allan,1988,5
oil,1988,5
beauty,1988,5
release,1988,5
threat,1988,5
service,1988,5
rejects,1988,5
begins,1988,5
issue,1988,5
officers,1988,5
fails,1988,5
boys,1988,5
Singapore,1989,120
PM,1989,76
Govt,1989,48
up,1989,48
Tong,1989,35
U.S.,1989,34
Chok,1989,33
talks,1989,28
President,1989,26
ties,1989,25
visit,1989,24
Mahathir,1989,24
Lee,1989,22
workers,1989,20
years,1989,19
trade,1989,19
BG,1989,18
private,1989,17
KL,1989,17
pay,1989,17
China,1989,16
illegal,1989,16
high,1989,16
top,1989,16
Bush,1989,16
HDB,1989,16
bill,1989,15
council,1989,15
Asean,1989,15
foreign,1989,15
bid,1989,15
civil,1989,14
month,1989,18
index,1989,13
Parliament,1989,13
Thai,1989,13
growth,1989,13
cambodia,1989,13
defence,1989,12
law,1989,12
ST,1989,12
points,1989,12
CPF,1989,12
time,1989,12
todays,1989,11
team,1989,11
action,1989,11
market,1989,11
Japan,1989,11
tomorrow,1989,11
review,1989,11
life,1989,11
good,1989,11
Yeo,1989,11
suit,1989,11
MPs,1989,10
second,1989,10
choice,1989,10
policy,1989,10
fees,1989,10
television,1989,10
kan,1989,10
Chinese,1989,10
come,1989,10
been,1989,10
death,1989,10
wee,1989,10
old,1989,10
Malaysia,1989,10
run,1989,10
road,1989,10
HK,1989,10
work,1989,10
seng,1989,9
leaders,1989,9
boost,1989,9
bangkok,1989,9
love,1989,9
paper,1989,9
umno,1989,9
keep,1989,9
dont,1989,9
national,1989,9
likely,1989,9
hits,1989,9
face,1989,9
calls,1989,9
exercise,1989,8
give,1989,8
malay,1989,16
urged,1989,8
end,1989,8
plans,1989,8
wins,1989,8
police,1989,8
house,1989,8
open,1989,8
begins,1989,8
centre,1989,8
sector,1989,8
gold,1989,8
show,1989,8
sex,1989,8
last,1989,8
minister,1989,8
budget,1989,8
urges,1989,8
Suharto,1989,8
start,1989,8
rise,1989,7
companies,1989,7
sign,1989,7
family,1989,7
flat,1989,14
car,1989,7
privy,1989,7
servants,1989,7
move,1989,15
views,1989,7
party,1989,7
wont,1989,7
issue,1989,7
ISA,1989,7
hun,1989,7
youth,1989,7
say,1989,7
sen,1989,7
need,1989,7
malaysian,1989,7
key,1989,7
proposal,1989,7
meeting,1989,7
play,1989,7
ready,1989,7
unity,1989,7
Thailand,1989,7
charged,1989,7
makes,1989,7
success,1989,7
schools,1989,7
down,1989,7
record,1989,7
Commonwealth,1989,7
peace,1989,7
fire,1989,7
role,1989,7
land,1989,7
stock,1989,6
focus,1989,6
children,1989,6
send,1989,6
pact,1989,6
level,1989,6
warns,1989,6
ghafar,1989,6
troops,1989,6
music,1989,6
women,1989,6
join,1989,6
launch,1989,6
heart,1989,6
bosses,1989,6
n-day,1989,6
coming,1989,6
chief,1989,6
S'poreans,1989,6
SIA,1989,6
easier,1989,6
return,1989,6
food,1989,6
amnesty,1989,6
ministry,1989,6
due,1989,6
third,1989,6
system,1989,6
most,1989,6
bases,1989,6
jailed,1989,6
Mandarin,1989,6
let,1989,6
better,1989,6
firm,1989,16
aid,1989,12
force,1989,6
harmony,1989,6
week,1989,6
meets,1989,6
wants,1989,6
being,1989,6
Taiwan,1989,6
racial,1989,6
step,1989,6
package,1989,6
act,1989,6
own,1989,6
final,1989,6
offer,1989,6
economic,1989,6
line,1989,6
made,1989,6
joint,1989,6
students,1989,6
rule,1989,6
vietnam,1989,6
settlement,1989,5
religious,1989,5
co-operation,1989,5
leave,1989,19
japanese,1989,5
rate,1989,5
appeal,1989,5
public,1989,5
full,1989,5
delegates,1989,5
fun,1989,5
change,1989,5
airport,1989,5
military,1989,5
Beijing,1989,5
dhana,1989,5
sihanouk,1989,5
hold,1989,5
drops,1989,5
judge,1989,5
green,1989,5
find,1989,5
committee,1989,5
style,1989,5
fined,1989,5
Manila,1989,5
die,1989,13
QC,1989,5
curbs,1989,5
PM,1990,95
Singapore,1990,72
Chok,1990,44
life,1990,42
U.S.,1990,40
Tong,1990,44
up,1990,35
Govt,1990,32
Lee,1990,31
President,1990,20
water,1990,19
visit,1990,19
ties,1990,19
China,1990,18
top,1990,17
talks,1990,16
good,1990,16
quota,1990,16
KL,1990,15
car,1990,14
system,1990,14
calls,1990,14
leaders,1990,13
pay,1990,13
UN,1990,13
Johor,1990,13
paper,1990,12
BG,1990,12
team,1990,11
index,1990,11
ST,1990,11
Japan,1990,11
scheme,1990,11
role,1990,11
Chinese,1990,10
asia,1990,10
tomorrow,1990,10
show,1990,10
S'poreans,1990,10
market,1990,9
heart,1990,9
end,1990,9
Asean,1990,9
bases,1990,9
BT,1990,9
cambodia,1990,9
Parliament,1990,8
foreign,1990,8
tough,1990,8
minister,1990,8
bill,1990,8
HDB,1990,8
tells,1990,8
down,1990,8
record,1990,8
month,1990,7
years,1990,7
training,1990,7
future,1990,7
build,1990,7
mrt,1990,7
points,1990,7
hits,1990,7
soviet,1990,7
Malaysia,1990,7
head,1990,7
students,1990,7
Goh,1990,7
time,1990,7
religious,1990,6
send,1990,6
khmer,1990,6
power,1990,6
love,1990,6
seng,1990,6
baby,1990,6
keep,1990,6
kuwait,1990,6
dont,1990,6
service,1990,6
gives,1990,6
petrol,1990,6
Jakarta,1990,6
Iraq,1990,6
raise,1990,6
mark,1990,6
fund,1990,6
case,1990,6
budget,1990,6
week,1990,6
less,1990,6
wee,1990,6
Mahathir,1990,6
right,1990,6
kan,1990,6
Suharto,1990,6
start,1990,12
offer,1990,10
agree,1990,6
welcome,1990,6
facilities,1990,5
young,1990,5
MPs,1990,5
school,1990,10
likely,1990,5
public,1990,5
Brunei,1990,5
let,1990,5
women,1990,5
extra,1990,5
malay,1990,9
work,1990,5
pledges,1990,5
tax,1990,5
SIA,1990,5
li,1990,5
better,1990,5
food,1990,5
mystery,1990,5
RI,1990,5
given,1990,5
free,1990,5
care,1990,5
primary,1990,5
fees,1990,5
needed,1990,5
national,1990,5
target,1990,5
elected,1990,5
condolences,1990,5
saf,1990,5
need,1990,5
play,1990,5
sector,1990,5
enough,1990,5
joint,1990,5
europe,1990,5
last,1990,5
community,1990,5
expected,1990,5
fire,1990,5
face,1990,5
air,1990,5
aid,1990,5
education,1990,5
party,1990,5
identity,1990,5
being,1990,5
proposes,1990,5
wont,1990,5
old,1990,5
economic,1990,5
stay,1990,5
road,1990,5
peng,1990,5
HK,1990,5
peace,1990,5
dies,1990,5
faster,1990,5
charge,1990,4
worth,1990,4
pact,1990,4
little,1990,4
leave,1990,11
race,1990,4
past,1990,4
exercise,1990,4
ahead,1990,4
win,1990,9
vehicle,1990,4
congratulates,1990,4
means,1990,4
panel,1990,4
son,1990,4
kaifu,1990,4
sihanouk,1990,4
appointed,1990,4
cant,1990,4
history,1990,4
acts,1990,4
magazine,1990,4
block,1990,4
office,1990,4
move,1990,4
style,1990,4
hands,1990,4
front,1990,4
philippines,1990,4
idea,1990,4
saddam,1990,4
curbs,1990,4
million,1990,4
sbc,1990,4
ministry,1990,4
major,1990,4
force,1990,4
girls,1990,4
rates,1990,4
released,1990,4
aims,1990,4
mind,1990,4
pupils,1990,4
gorbachev,1990,4
bus,1990,4
price,1990,8
most,1990,4
chavalit,1990,4
honours,1990,4
prime,1990,4
malaysian,1990,4
art,1990,10
sex,1990,4
see,1990,4
best,1990,4
wonder,1990,4
awards,1990,4
Sultan,1990,4
late,1990,4
union,1990,4
awsj,1990,4
lift,1990,4
east,1990,4
wild,1990,4
launched,1990,4
ready,1990,4
harmony,1990,4
increases,1990,4
charged,1990,4
stake,1990,4
death,1990,4
workers,1990,4
bid,1990,4
cultural,1990,4
PM,1991,70
Singapore,1991,74
Govt,1991,35
up,1991,26
Lee,1991,24
BG,1991,22
U.S.,1991,22
Goh,1991,21
life,1991,21
war,1991,18
visit,1991,17
President,1991,16
growth,1991,15
talks,1991,12
Asean,1991,12
HDB,1991,12
Gulf,1991,11
high,1991,10
years,1991,10
Yeo,1991,10
index,1991,9
ST,1991,9
trade,1991,9
scheme,1991,9
people,1991,9
S'poreans,1991,9
flats,1991,9
Chinese,1991,8
team,1991,8
Iraq,1991,8
Parliament,1991,8
HK,1991,8
give,1991,8
cars,1991,8
free,1991,8
ties,1991,8
PAP,1991,8
wee,1991,8
workers,1991,8
old,1991,8
charges,1991,8
BT,1991,8
urges,1991,8
buy,1991,8
education,1991,8
leaders,1991,7
boost,1991,7
China,1991,7
leaves,1991,7
coes,1991,7
open,1991,7
points,1991,7
Malaysia,1991,7
economic,1991,7
down,1991,7
politics,1991,7
peace,1991,7
race,1991,6
groups,1991,6
malay,1991,10
award,1991,6
phone,1991,6
share,1991,6
end,1991,6
worlds,1991,6
service,1991,6
top,1991,6
non-transferable,1991,6
saf,1991,6
labour,1991,6
mrt,1991,6
KL,1991,6
highest,1991,6
elected,1991,6
wants,1991,6
Johor,1991,6
balance,1991,6
death,1991,6
late,1991,6
start,1991,6
offer,1991,6
cabinet,1991,6
land,1991,6
calls,1991,6
month,1991,10
knight,1991,5
airport,1991,5
military,1991,5
family,1991,5
private,1991,5
young,1991,5
trial,1991,5
jail,1991,5
police,1991,5
fined,1991,5
keep,1991,5
pact,1991,5
likely,1991,5
say,1991,5
gorbachev,1991,5
forces,1991,5
ground,1991,5
foreign,1991,5
opposition,1991,5
fire,1991,5
budget,1991,5
communal,1991,5
pay,1991,5
soviet,1991,5
charged,1991,5
early,1991,5
loses,1991,5
security,1991,5
sends,1991,5
election,1991,5
urged,1991,5
problem,1991,5
trip,1991,5
dies,1991,5
time,1991,5
Japan,1991,4
iraqi,1991,4
co-operation,1991,4
results,1991,4
istana,1991,4
school,1991,4
cash,1991,4
asia,1991,4
shared,1991,4
exercise,1991,4
body,1991,4
water,1991,4
suggests,1991,4
win,1991,12
kaifu,1991,4
tax,1991,4
baby,1991,4
values,1991,4
hot,1991,4
blood,1991,4
law,1991,4
cigarettes,1991,4
chief,1991,4
move,1991,4
SIA,1991,4
university,1991,4
trading,1991,4
health,1991,4
training,1991,4
rule,1991,13
caught,1991,4
vote,1991,4
murder,1991,4
second,1991,4
need,1991,4
miyazawa,1991,4
petrol,1991,4
reach,1991,4
time-based,1991,4
Jakarta,1991,4
probe,1991,4
Bush,1991,4
stop,1991,4
ban,1991,4
best,1991,4
court,1991,4
key,1991,4
drug,1991,4
games,1991,4
due,1991,4
much,1991,4
expected,1991,4
fund,1991,4
bill,1991,4
aid,1991,10
sahara,1991,4
higher,1991,4
lower,1991,4
Indonesia,1991,4
front,1991,4
killed,1991,4
real,1991,4
traffic,1991,4
right,1991,4
step,1991,4
glenn,1991,4
civil,1991,4
support,1991,4
record,1991,4
firm,1991,4
NS,1991,4
welcome,1991,4
stay,1991,4
summit,1991,4
minister,1991,4
grassroots,1991,3
khamis,1991,3
regional,1991,3
decide,1991,3
saudi,1991,3
polls,1991,3
rate,1991,3
run,1991,3
investment,1991,3
power,1991,3
along,1991,3
change,1991,9
kids,1991,3
guilty,1991,3
leadership,1991,3
named,1991,3
members,1991,3
sign,1991,3
SGH,1991,3
armed,1991,3
crisis,1991,3
transplant,1991,3
cheating,1991,3
troops,1991,3
indians,1991,3
mobilisation,1991,3
live,1991,3
sihanouk,1991,3
karaoke,1991,3
join,1991,3
work,1991,3
movies,1991,3
numbers,1991,3
heart,1991,3
council,1991,3
tan,1991,3
goal,1991,3
gatt,1991,3
raya,1991,3
plans,1991,3
attend,1991,3
scratch,1991,3
PM,1992,52
Singapore,1992,57
up,1992,37
Govt,1992,40
Lee,1992,27
HDB,1992,20
Thai,1992,17
S'poreans,1992,17
Asean,1992,15
BG,1992,15
health,1992,14
U.S.,1992,14
ties,1992,13
ST,1992,13
Goh,1992,13
years,1992,13
points,1992,12
results,1992,11
index,1992,11
boost,1992,11
police,1992,11
road,1992,10
Chinese,1992,9
China,1992,9
good,1992,9
open,1992,9
rules,1992,9
AFTA,1992,8
NTUC,1992,8
number,1992,8
law,1992,8
drug,1992,8
air,1992,8
death,1992,8
Malaysia,1992,8
trends,1992,8
women,1992,7
survey,1992,7
Parliament,1992,7
economy,1992,7
trade,1992,7
suchinda,1992,7
SIA,1992,7
KL,1992,7
keep,1992,7
President,1992,7
caught,1992,7
system,1992,7
upgrading,1992,7
life,1992,7
bill,1992,7
indonesian,1992,7
election,1992,7
urges,1992,7
offer,1992,7
growth,1992,7
aids,1992,7
students,1992,7
time,1992,7
focus,1992,6
asia,1992,6
exercise,1992,6
residents,1992,6
private,1992,6
market,1992,6
ministers,1992,6
panel,1992,6
plans,1992,6
Telecom,1992,6
primary,1992,6
Apec,1992,6
worlds,1992,6
cost,1992,14
care,1992,6
dont,1992,6
scheme,1992,6
centre,1992,6
cabinet,1992,6
sale,1992,6
ban,1992,6
DPM,1992,6
west,1992,6
Indonesia,1992,6
charged,1992,6
workers,1992,6
lead,1992,6
run,1992,6
power,1992,6
Suharto,1992,6
civil,1992,6
flats,1992,6
dies,1992,6
MPs,1992,5
study,1992,5
second,1992,5
defence,1992,5
groups,1992,5
visit,1992,5
drops,1992,5
control,1992,5
links,1992,5
tax,1992,5
high,1992,5
tan,1992,5
court,1992,5
CDAC,1992,5
SM,1992,5
top,1992,5
navy,1992,5
free,1992,5
coes,1992,5
training,1992,5
polls,1992,5
reservists,1992,5
vote,1992,5
tomorrow,1992,5
japanese,1992,5
doctors,1992,5
seat,1992,5
car,1992,5
abroad,1992,5
closer,1992,5
opposition,1992,5
come,1992,5
league,1992,5
hours,1992,5
late,1992,5
fire,1992,5
Johor,1992,5
budget,1992,5
guide,1992,5
productivity,1992,5
pay,1992,5
five,1992,5
less,1992,5
build,1992,5
Mahathir,1992,5
down,1992,5
old,1992,5
HK,1992,5
record,1992,5
NAM,1992,5
land,1992,5
calls,1992,5
month,1992,4
fall,1992,8
level,1992,4
companies,1992,4
warns,1992,4
chee,1992,4
picked,1992,4
public,1992,4
body,1992,4
troops,1992,4
action,1992,4
pedra,1992,4
hospital,1992,8
award,1992,4
work,1992,4
servants,1992,4
give,1992,4
goldsmith,1992,4
mah,1992,4
sets,1992,4
paper,1992,4
Japan,1992,4
better,1992,4
food,1992,4
arrested,1992,4
victory,1992,4
used,1992,4
put,1992,4
starts,1992,4
major,1992,4
third,1992,4
force,1992,4
national,1992,4
target,1992,4
project,1992,4
future,1992,4
say,1992,4
studying,1992,4
cases,1992,4
approved,1992,4
review,1992,4
Yeo,1992,4
Bush,1992,4
hit,1992,8
best,1992,4
forecast,1992,4
cut,1992,4
let,1992,4
last,1992,4
taking,1992,4
foreign,1992,4
edusave,1992,4
firm,1992,7
shops,1992,4
umno,1992,4
ready,1992,4
lawyers,1992,4
bonus,1992,4
being,1992,4
ministry,1992,4
drive,1992,4
east,1992,4
government,1992,4
breaks,1992,4
economic,1992,4
rising,1992,4
support,1992,4
biggest,1992,4
income,1992,4
branca,1992,4
together,1992,4
nmps,1992,4
todays,1992,3
global,1992,3
anand,1992,3
children,1992,3
row,1992,3
21st,1992,3
seng,1992,3
helps,1992,3
worth,1992,3
khmer,1992,3
risk,1992,3
end,1992,3
school,1992,17
did,1992,3
issue,1992,6
christmas,1992,3
cap,1992,3
leaders,1992,3
tougher,1992,3
patient,1992,3
investment,1992,3
disease,1992,3
Brunei,1992,3
Singapore,1993,78
PM,1993,61
Govt,1993,40
up,1993,37
index,1993,32
ST,1993,31
U.S.,1993,31
China,1993,37
high,1993,28
SM,1993,27
Telecom,1993,20
CPF,1993,20
President,1993,19
Goh,1993,19
Lee,1993,18
GST,1993,18
HK,1993,18
pay,1993,15
market,1993,14
better,1993,14
growth,1993,14
Asean,1993,13
Patten,1993,13
share,1993,30
bill,1993,18
BG,1993,13
offer,1993,13
talks,1993,12
economic,1993,12
civil,1993,12
asia,1993,11
boost,1993,11
ties,1993,11
service,1993,11
open,1993,11
trade,1993,11
Japan,1993,11
HDB,1993,11
boon,1993,11
visit,1993,10
tax,1993,10
Apec,1993,10
economy,1993,10
NTUC,1993,10
rulers,1993,10
UN,1993,10
time,1993,10
Chinese,1993,9
Parliament,1993,9
Beijing,1993,9
scheme,1993,9
cabinet,1993,9
medical,1993,9
points,1993,9
teng,1993,9
budget,1993,9
heng,1993,9
investments,1993,9
abroad,1993,9
panel,1993,9
down,1993,9
polls,1993,8
public,1993,8
regional,1993,8
years,1993,8
good,1993,8
health,1993,8
cheong,1993,8
Yeo,1993,8
life,1993,8
Indonesia,1993,8
move,1993,8
Mahathir,1993,8
success,1993,8
record,1993,8
flats,1993,8
sign,1993,7
Iraq,1993,7
hospital,1993,7
plans,1993,7
paper,1993,7
police,1993,7
vote,1993,7
b,1993,7
upgrading,1993,7
miyazawa,1993,7
price,1993,13
ses,1993,7
pact,1993,7
bid,1993,7
wee,1993,7
Clinton,1993,7
S'poreans,1993,7
drive,1993,7
rise,1993,6
team,1993,6
leaders,1993,6
japanese,1993,6
chiam,1993,6
sihanouk,1993,6
tokyo,1993,6
court,1993,6
wins,1993,6
township,1993,6
group,1993,6
care,1993,6
training,1993,6
message,1993,6
hit,1993,21
ban,1993,6
reform,1993,11
focus,1993,6
come,1993,6
savings,1993,6
cut,1993,6
workers,1993,6
Malaysia,1993,6
lead,1993,6
package,1993,6
Suharto,1993,6
support,1993,6
agree,1993,6
warning,1993,6
results,1993,5
Asian,1993,5
children,1993,5
iraqi,1993,5
women,1993,5
khmer,1993,5
rights,1993,5
rate,1993,5
defence,1993,5
investing,1993,5
human,1993,5
let,1993,5
free,1993,5
seng,1993,5
train,1993,5
work,1993,5
third,1993,5
top,1993,5
schools,1993,5
bigger,1993,5
trading,1993,5
keep,1993,5
major,1993,5
tomorrow,1993,5
gives,1993,5
venture,1993,5
saf,1993,5
return,1993,5
all-time,1993,5
need,1993,5
rouge,1993,5
DBS,1993,5
top-up,1993,5
sea,1993,5
state,1993,5
MTI,1993,5
news,1993,5
games,1993,5
firm,1993,17
suzhou,1993,5
property,1993,5
party,1993,5
arrives,1993,5
proposes,1993,5
interim,1993,5
projects,1993,5
lose,1993,5
security,1993,5
quit,1993,5
g-7,1993,5
SDP,1993,5
end,1993,5
immunity,1993,5
students,1993,5
calls,1993,5
push,1993,5
global,1993,4
month,1993,4
bank,1993,4
young,1993,4
send,1993,10
former,1993,4
pledges,1993,4
try,1993,4
small,1993,4
past,1993,4
cost,1993,4
video,1993,4
exercise,1993,4
change,1993,4
great,1993,4
forum,1993,4
ldp,1993,4
apply,1993,4
ministers,1993,4
benefits,1993,4
appointed,1993,4
council,1993,4
links,1993,4
gatt,1993,4
chee,1993,4
chief,1993,4
order,1993,4
whats,1993,4
fined,1993,4
weeks,1993,4
stock,1993,4
used,1993,4
issue,1993,4
quarter,1993,4
Anwar,1993,4
members,1993,4
south,1993,4
dont,1993,4
mah,1993,4
caught,1993,4
attack,1993,4
nations,1993,4
officials,1993,4
tells,1993,4
sell,1993,4
bus,1993,4
mrt,1993,4
KL,1993,4
review,1993,4
show,1993,4
hopes,1993,4
behind,1993,4
candidates,1993,4
made,1993,4
him,1993,4
computer,1993,4
case,1993,4
europe,1993,4
death,1993,4
political,1993,4
meeting,1993,4
chua,1993,4
Singapore,1994,76
PM,1994,53
Govt,1994,42
up,1994,42
growth,1994,23
SM,1994,22
U.S.,1994,21
HDB,1994,20
China,1994,19
ST,1994,19
index,1994,17
ties,1994,16
KL,1994,16
trade,1994,16
GST,1994,16
market,1994,23
top,1994,15
flats,1994,14
CPF,1994,14
years,1994,13
Japan,1994,17
good,1994,13
Goh,1994,13
Lee,1994,12
car,1994,19
service,1994,12
Asean,1994,12
points,1994,12
family,1994,11
scheme,1994,11
budget,1994,11
asia,1994,11
Suharto,1994,11
regional,1994,10
talks,1994,10
President,1994,10
economy,1994,10
BG,1994,10
HK,1994,10
bill,1994,9
drops,1994,9
high,1994,9
jail,1994,9
move,1994,9
system,1994,9
team,1994,8
public,1994,8
visit,1994,8
better,1994,8
schools,1994,8
bank,1994,12
million,1994,8
case,1994,8
jailed,1994,8
paper,1994,8
share,1994,23
COE,1994,8
well,1994,8
Myanmar,1994,8
cup,1994,8
panel,1994,8
bourses,1994,8
civil,1994,8
Chinese,1994,7
Asian,1994,7
changes,1994,7
values,1994,7
hata,1994,7
dont,1994,7
police,1994,7
Apec,1994,7
Jakarta,1994,7
show,1994,7
best,1994,7
WTO,1994,7
minister,1994,14
ready,1994,7
week,1994,7
Yeo,1994,7
parents,1994,7
raised,1994,7
living,1994,7
stay,1994,7
fall,1994,11
sign,1994,6
likely,1994,6
boost,1994,6
groups,1994,6
win,1994,12
give,1994,6
minimum,1994,6
court,1994,6
plans,1994,6
law,1994,6
chief,1994,6
investors,1994,6
say,1994,6
tells,1994,6
sell,1994,6
most,1994,6
hit,1994,6
state,1994,6
last,1994,6
games,1994,6
west,1994,6
political,1994,6
pact,1994,6
suzhou,1994,6
pay,1994,6
east,1994,6
bid,1994,6
right,1994,6
down,1994,6
project,1994,11
fay,1994,6
calls,1994,6
send,1994,5
japanese,1994,5
investment,1994,9
haze,1994,5
indian,1994,5
strong,1994,5
airport,1994,5
private,1994,5
Parliament,1994,5
India,1994,5
phone,1994,5
coalition,1994,5
servants,1994,5
gatt,1994,5
Telecom,1994,5
NTUC,1994,5
nation,1994,5
tourism,1994,5
wont,1994,5
deals,1994,5
put,1994,5
benefits,1994,5
national,1994,5
second,1994,5
need,1994,5
mrt,1994,5
Britain,1994,5
joint,1994,5
signed,1994,5
job,1994,5
cop,1994,5
drug,1994,5
tough,1994,5
interest,1994,5
life,1994,5
fund,1994,5
wage,1994,5
rental,1994,5
workers,1994,5
match,1994,5
lose,1994,5
people,1994,5
leader,1994,17
quarter,1994,5
stand,1994,5
tumble,1994,5
head,1994,5
buy,1994,5
time,1994,5
todays,1994,4
welfare,1994,4
seng,1994,4
far,1994,4
Singaporean,1994,4
body,1994,4
ahead,1994,4
military,1994,4
criminals,1994,4
hold,1994,4
v,1994,4
judge,1994,4
tax,1994,4
council,1994,4
allowed,1994,4
triangle,1994,4
light,1994,4
order,1994,4
own,1994,4
Sabah,1994,4
killed,1994,4
arrested,1994,4
stock,1994,4
increase,1994,4
houses,1994,4
training,1994,4
ministry,1994,4
Ong,1994,4
tomorrow,1994,4
b,1994,4
youth,1994,4
cards,1994,4
rao,1994,4
upgrading,1994,4
labour,1994,4
allow,1994,4
price,1994,16
reach,1994,4
smoking,1994,4
caning,1994,4
brazil,1994,4
reform,1994,4
nsmen,1994,4
news,1994,4
many,1994,4
region,1994,4
raise,1994,4
union,1994,4
mark,1994,4
firm,1994,13
suspected,1994,4
air,1994,4
near,1994,4
open,1994,4
grant,1994,4
breaks,1994,4
higher,1994,4
bonus,1994,4
student,1994,9
al-arqam,1994,4
Indonesia,1994,4
charged,1994,4
being,1994,4
money,1994,4
young,1994,4
Singapore,1995,102
PM,1995,70
U.S.,1995,41
Govt,1995,44
up,1995,40
China,1995,38
Lee,1995,32
Goh,1995,26
SM,1995,22
ties,1995,21
Japan,1995,20
BG,1995,20
market,1995,27
Asean,1995,16
President,1995,15
trade,1995,15
HDB,1995,15
Apec,1995,14
top,1995,14
system,1995,14
Manila,1995,14
panel,1995,14
growth,1995,14
visit,1995,12
Ramos,1995,12
pay,1995,12
asia,1995,11
action,1995,11
court,1995,11
foreign,1995,11
case,1995,11
economic,1995,11
barings,1995,11
Suharto,1995,11
family,1995,10
high,1995,10
sea,1995,10
Taiwan,1995,10
best,1995,10
flats,1995,10
talks,1995,9
car,1995,9
south,1995,9
life,1995,9
workers,1995,9
bill,1995,8
sign,1995,8
rate,1995,8
abbas,1995,8
award,1995,8
hit,1995,17
plans,1995,8
paper,1995,8
police,1995,8
better,1995,8
Jakarta,1995,8
KL,1995,8
last,1995,8
wants,1995,8
polls,1995,8
trial,1995,8
economy,1995,8
charged,1995,8
cut,1995,17
S'poreans,1995,8
summit,1995,8
land,1995,8
Asian,1995,7
issues,1995,7
pact,1995,7
regional,1995,7
public,1995,7
water,1995,7
strong,1995,7
residents,1995,7
us$,1995,7
ST,1995,7
maid,1995,7
arrested,1995,7
internet,1995,7
UN,1995,7
service,1995,12
wins,1995,7
points,1995,7
boost,1995,11
death,1995,7
estates,1995,7
meeting,1995,7
budget,1995,7
money,1995,7
civil,1995,7
package,1995,7
time,1995,7
month,1995,6
school,1995,14
team,1995,6
warns,1995,6
debate,1995,6
local,1995,6
give,1995,6
mah,1995,6
years,1995,6
offers,1995,6
weeks,1995,6
NTUC,1995,6
house,1995,6
open,1995,6
health,1995,6
care,1995,6
transport,1995,6
saf,1995,6
say,1995,6
falls,1995,6
probe,1995,6
gains,1995,6
calls,1995,6
drug,1995,6
servants,1995,6
higher,1995,6
build,1995,6
keep,1995,6
WTO,1995,6
inflation,1995,6
success,1995,6
leeson,1995,6
start,1995,10
unveils,1995,6
record,1995,6
role,1995,6
boom,1995,6
Chinese,1995,5
spratlys,1995,5
young,1995,5
worth,1995,5
defence,1995,5
toll,1995,5
appeal,1995,5
body,1995,5
making,1995,5
study,1995,5
military,1995,5
ministers,1995,5
pupils,1995,5
Parliament,1995,5
tokyo,1995,5
Beijing,1995,5
share,1995,13
tan,1995,5
end,1995,5
mas,1995,5
rise,1995,11
damages,1995,5
down,1995,5
drop,1995,5
curbs,1995,5
major,1995,5
Ong,1995,5
quality,1995,5
needed,1995,5
scheme,1995,5
bank,1995,9
impact,1995,5
yen,1995,5
future,1995,9
CJ,1995,5
interest,1995,5
fund,1995,5
east,1995,5
property,1995,5
Indonesia,1995,5
drive,1995,5
press,1995,5
right,1995,5
Malaysia,1995,5
urges,1995,5
other,1995,5
road,1995,5
housing,1995,5
HK,1995,5
link,1995,10
students,1995,5
dies,1995,5
stay,1995,5
age,1995,5
CPF,1995,5
global,1995,4
row,1995,4
april,1995,4
saad,1995,4
race,1995,4
leaders,1995,4
findings,1995,4
index,1995,4
firms,1995,4
seeks,1995,4
suzhou,1995,4
change,1995,12
step,1995,4
named,1995,4
support,1995,4
unit,1995,4
working,1995,4
competition,1995,4
India,1995,4
women,1995,4
council,1995,4
taking,1995,4
SIA,1995,4
stock,1995,4
wrong,1995,4
