"index","year","word","page","frequency","articleCount","stfreq","pagegroup"
"1852:6",1852,"upon",6,11,207,5.31400966183575,3
"1852:6",1852,"Ihe",6,10,207,4.83091787439614,3
"1852:6",1852,"received",6,9,207,4.34782608695652,3
"1852:6",1852,"several",6,9,207,4.34782608695652,3
"1852:6",1852,"good",6,9,207,4.34782608695652,3
"1852:6",1852,"replied",6,9,207,4.34782608695652,3
"1852:6",1852,"late",6,9,207,4.34782608695652,3
"1852:6",1852,"arrived",6,9,207,4.34782608695652,3
"1852:6",1852,"Singapore",6,9,207,4.34782608695652,3
"1852:6",1852,"every",6,8,207,3.86473429951691,3
"1852:6",1852,"letter",6,8,207,3.86473429951691,3
"1852:6",1852,"much",6,8,207,3.86473429951691,3
"1852:6",1852,"near",6,8,207,3.86473429951691,3
"1852:6",1852,"tin",6,8,207,3.86473429951691,3
"1852:6",1852,"time",6,8,207,3.86473429951691,3
"1852:6",1852,"place",6,8,207,3.86473429951691,3
"1852:6",1852,"without",6,8,207,3.86473429951691,3
"1852:6",1852,"articles",6,8,207,3.86473429951691,3
"1852:6",1852,"ihe",6,8,207,3.86473429951691,3
"1852:6",1852,"arc",6,8,207,3.86473429951691,3
"1852:6",1852,"report",6,7,207,3.38164251207729,3
"1852:6",1852,"gentleman",6,7,207,3.38164251207729,3
"1852:6",1852,"market",6,7,207,3.38164251207729,3
"1852:6",1852,"lady",6,7,207,3.38164251207729,3
"1852:6",1852,"rather",6,7,207,3.38164251207729,3
"1852:6",1852,"Captain",6,7,207,3.38164251207729,3
"1852:6",1852,"business",6,7,207,3.38164251207729,3
"1852:6",1852,"lor",6,7,207,3.38164251207729,3
"1852:6",1852,"expected",6,6,207,2.89855072463768,3
"1852:6",1852,"Morning",6,6,207,2.89855072463768,3
"1852:6",1852,"arrival",6,6,207,2.89855072463768,3
"1852:6",1852,"many",6,6,207,2.89855072463768,3
"1852:6",1852,"Great",6,6,207,2.89855072463768,3
"1852:6",1852,"lias",6,6,207,2.89855072463768,3
"1852:6",1852,"month",6,6,207,2.89855072463768,3
"1852:6",1852,"paper",6,6,207,2.89855072463768,3
"1852:6",1852,"evening",6,6,207,2.89855072463768,3
"1852:6",1852,"demand",6,6,207,2.89855072463768,3
"1852:6",1852,"China",6,6,207,2.89855072463768,3
"1852:6",1852,"school",6,5,207,2.41545893719807,3
"1852:6",1852,"tor",6,5,207,2.41545893719807,3
"1852:6",1852,"ill",6,5,207,2.41545893719807,3
"1852:6",1852,"old",6,5,207,2.41545893719807,3
"1852:6",1852,"English",6,5,207,2.41545893719807,3
"1852:6",1852,"come",6,5,207,2.41545893719807,3
"1852:6",1852,"world",6,5,207,2.41545893719807,3
"1852:6",1852,"sales",6,5,207,2.41545893719807,3
"1852:6",1852,"small",6,5,207,2.41545893719807,3
"1852:6",1852,"public",6,5,207,2.41545893719807,3
"1852:6",1852,"full",6,5,207,2.41545893719807,3
"1852:6",1852,"feet",6,5,207,2.41545893719807,3
"1852:6",1852,"French",6,5,207,2.41545893719807,3
"1852:6",1852,"called",6,5,207,2.41545893719807,3
"1852:6",1852,"bad",6,5,207,2.41545893719807,3
"1852:6",1852,"state",6,5,207,2.41545893719807,3
"1852:6",1852,"importance",6,5,207,2.41545893719807,3
"1852:6",1852,"instant",6,5,207,2.41545893719807,3
"1852:6",1852,"Britain",6,5,207,2.41545893719807,3
"1852:7",1852,"dollars",7,73,398,18.3417085427136,4
"1852:7",1852,"cwt",7,73,398,18.3417085427136,4
"1852:7",1852,"bark",7,68,398,17.0854271356784,4
"1852:7",1852,"Liverpool",7,57,398,14.321608040201,4
"1852:7",1852,"ship",7,48,398,12.0603015075377,4
"1852:7",1852,"brig",7,46,398,11.5577889447236,4
"1852:7",1852,"Calcutta",7,45,398,11.3065326633166,4
"1852:7",1852,"British",7,43,398,10.8040201005025,4
"1852:7",1852,"sailing",7,42,398,10.5527638190955,4
"1852:7",1852,"London",7,42,398,10.5527638190955,4
"1852:7",1852,"Hongkong",7,41,398,10.3015075376884,4
"1852:7",1852,"Ist",7,40,398,10.0502512562814,4
"1852:7",1852,"Brit",7,40,398,10.0502512562814,4
"1853:4",1853,"announce",4,53,110,48.1818181818182,1
"1853:4",1853,"passengers",4,45,110,40.9090909090909,1
"1853:4",1853,"arrival",4,40,110,36.3636363636364,1
"1853:4",1853,"Singapore",4,32,110,29.0909090909091,1
"1853:4",1853,"Hongkong",4,23,110,20.9090909090909,1
"1853:4",1853,"Calcutta",4,20,110,18.1818181818182,1
"1853:4",1853,"Captain",4,17,110,15.4545454545455,1
"1853:4",1853,"Batavia",4,16,110,14.5454545454545,1
"1853:4",1853,"arrived",4,15,110,13.6363636363636,1
"1853:4",1853,"received",4,13,110,11.8181818181818,1
"1853:4",1853,"steamer",4,13,110,11.8181818181818,1
"1853:5",1853,"Singapore",5,18,108,16.6666666666667,2
"1853:5",1853,"Bombay",5,14,108,12.962962962963,2
"1853:5",1853,"Captain",5,12,108,11.1111111111111,2
"1853:5",1853,"received",5,11,108,10.1851851851852,2
"1853:5",1853,"Hongkong",5,11,108,10.1851851851852,2
"1853:5",1853,"arrived",5,10,108,9.25925925925926,2
"1853:5",1853,"Committee",5,10,108,9.25925925925926,2
"1853:5",1853,"left",5,8,108,7.40740740740741,2
"1853:5",1853,"passengers",5,8,108,7.40740740740741,2
"1853:5",1853,"China",5,8,108,7.40740740740741,2
"1853:5",1853,"instant",5,8,108,7.40740740740741,2
"1853:5",1853,"letter",5,7,108,6.48148148148148,2
"1853:5",1853,"arrival",5,7,108,6.48148148148148,2
"1853:5",1853,"Peninsular",5,7,108,6.48148148148148,2
"1853:5",1853,"London",5,7,108,6.48148148148148,2
"1853:5",1853,"Esq",5,7,108,6.48148148148148,2
"1853:5",1853,"Companys",5,7,108,6.48148148148148,2
"1853:5",1853,"brought",5,6,108,5.55555555555556,2
"1853:5",1853,"Lord",5,6,108,5.55555555555556,2
"1853:5",1853,"steamer",5,6,108,5.55555555555556,2
"1853:5",1853,"Municipal",5,6,108,5.55555555555556,2
"1853:5",1853,"list",5,6,108,5.55555555555556,2
"1853:5",1853,"number",5,6,108,5.55555555555556,2
"1853:5",1853,"Church",5,6,108,5.55555555555556,2
"1853:5",1853,"Chinese",5,6,108,5.55555555555556,2
"1853:5",1853,"Oriental",5,6,108,5.55555555555556,2
"1853:5",1853,"advices",5,5,108,4.62962962962963,2
"1853:5",1853,"give",5,5,108,4.62962962962963,2
"1853:5",1853,"European",5,5,108,4.62962962962963,2
"1853:5",1853,"announce",5,5,108,4.62962962962963,2
"1853:5",1853,"much",5,5,108,4.62962962962963,2
"1853:5",1853,"Sir",5,5,108,4.62962962962963,2
"1853:5",1853,"dated",5,5,108,4.62962962962963,2
"1853:5",1853,"public",5,5,108,4.62962962962963,2
"1853:5",1853,"Batavia",5,5,108,4.62962962962963,2
"1853:5",1853,"Galle",5,5,108,4.62962962962963,2
"1853:5",1853,"Intelligence",5,5,108,4.62962962962963,2
"1853:5",1853,"inst",5,5,108,4.62962962962963,2
"1853:5",1853,"country",5,5,108,4.62962962962963,2
"1853:5",1853,"ship",5,5,108,4.62962962962963,2
"1853:5",1853,"Malta",5,5,108,4.62962962962963,2
"1853:6",1853,"Singapore",6,21,100,21,3
"1853:6",1853,"received",6,12,100,12,3
"1853:6",1853,"European",6,10,100,10,3
"1853:6",1853,"instant",6,8,100,8,3
"1853:6",1853,"news",6,7,100,7,3
"1853:6",1853,"Chinese",6,7,100,7,3
"1853:6",1853,"upon",6,7,100,7,3
"1853:6",1853,"Government",6,6,100,6,3
"1853:6",1853,"Intelligence",6,6,100,6,3
"1853:6",1853,"question",6,6,100,6,3
"1853:6",1853,"China",6,6,100,6,3
"1853:6",1853,"vessels",6,5,100,5,3
"1853:6",1853,"days",6,5,100,5,3
"1853:6",1853,"another",6,5,100,5,3
"1853:6",1853,"report",6,5,100,5,3
"1853:6",1853,"much",6,5,100,5,3
"1853:6",1853,"appears",6,5,100,5,3
"1853:6",1853,"York",6,5,100,5,3
"1853:6",1853,"market",6,5,100,5,3
"1853:6",1853,"Steamer",6,5,100,5,3
"1853:6",1853,"number",6,5,100,5,3
"1853:6",1853,"French",6,5,100,5,3
"1853:6",1853,"continue",6,5,100,5,3
"1853:6",1853,"articles",6,5,100,5,3
"1853:6",1853,"Eastern",6,5,100,5,3
"1853:7",1853,"demand",7,21,144,14.5833333333333,4
"1853:7",1853,"Singapore",7,20,144,13.8888888888889,4
"1853:7",1853,"Liverpool",7,19,144,13.1944444444444,4
"1853:7",1853,"dollars",7,16,144,11.1111111111111,4
"1853:7",1853,"Flora",7,16,144,11.1111111111111,4
"1853:7",1853,"good",7,15,144,10.4166666666667,4
"1853:7",1853,"drs",7,15,144,10.4166666666667,4
"1853:7",1853,"London",7,14,144,9.72222222222222,4
"1853:7",1853,"Sarawak",7,14,144,9.72222222222222,4
"1853:7",1853,"market",7,13,144,9.02777777777778,4
"1853:7",1853,"Sago",7,13,144,9.02777777777778,4
"1853:7",1853,"Soon",7,13,144,9.02777777777778,4
"1853:7",1853,"Brit",7,13,144,9.02777777777778,4
"1853:7",1853,"Glasgow",7,12,144,8.33333333333333,4
"1853:7",1853,"Hongkong",7,12,144,8.33333333333333,4
"1853:7",1853,"cwt",7,12,144,8.33333333333333,4
"1853:7",1853,"days",7,11,144,7.63888888888889,4
"1853:7",1853,"sailing",7,11,144,7.63888888888889,4
"1853:7",1853,"Futta",7,10,144,6.94444444444444,4
"1853:7",1853,"Ditto",7,10,144,6.94444444444444,4
"1853:7",1853,"Dido",7,10,144,6.94444444444444,4
"1853:7",1853,"Calcutta",7,10,144,6.94444444444444,4
"1853:7",1853,"bark",7,10,144,6.94444444444444,4
"1853:8",1853,"bark",8,82,290,28.2758620689655,5
"1853:8",1853,"dollars",8,79,290,27.2413793103448,5
"1853:8",1853,"Brit",8,68,290,23.448275862069,5
"1853:8",1853,"Nakoda",8,67,290,23.1034482758621,5
"1853:8",1853,"Liverpool",8,65,290,22.4137931034483,5
"1853:8",1853,"ship",8,64,290,22.0689655172414,5
"1853:8",1853,"London",8,59,290,20.3448275862069,5
"1853:8",1853,"brig",8,59,290,20.3448275862069,5
"1853:8",1853,"none",8,56,290,19.3103448275862,5
"1853:8",1853,"Calcutta",8,55,290,18.9655172413793,5
"1853:8",1853,"Hongkong",8,48,290,16.551724137931,5
"1854:6",1854,"Sir",6,12,127,9.44881889763779,1
"1854:6",1854,"Esq",6,10,127,7.8740157480315,1
"1854:6",1854,"French",6,10,127,7.8740157480315,1
"1854:6",1854,"war",6,9,127,7.08661417322835,1
"1854:6",1854,"Police",6,9,127,7.08661417322835,1
"1854:6",1854,"Singapore",6,9,127,7.08661417322835,1
"1854:6",1854,"Russian",6,8,127,6.2992125984252,1
"1854:6",1854,"Admiral",6,8,127,6.2992125984252,1
"1854:6",1854,"ihe",6,8,127,6.2992125984252,1
"1854:6",1854,"Queen",6,7,127,5.51181102362205,1
"1854:6",1854,"received",6,7,127,5.51181102362205,1
"1854:6",1854,"Austria",6,7,127,5.51181102362205,1
"1854:6",1854,"London",6,7,127,5.51181102362205,1
"1854:6",1854,"present",6,7,127,5.51181102362205,1
"1854:6",1854,"England",6,7,127,5.51181102362205,1
"1854:6",1854,"days",6,6,127,4.7244094488189,1
"1854:6",1854,"John",6,6,127,4.7244094488189,1
"1854:6",1854,"English",6,6,127,4.7244094488189,1
"1854:6",1854,"mail",6,6,127,4.7244094488189,1
"1854:6",1854,"France",6,6,127,4.7244094488189,1
"1854:6",1854,"Church",6,6,127,4.7244094488189,1
"1854:6",1854,"arrived",6,6,127,4.7244094488189,1
"1854:6",1854,"Russia",6,6,127,4.7244094488189,1
"1854:6",1854,"British",6,6,127,4.7244094488189,1
"1854:6",1854,"upon",6,6,127,4.7244094488189,1
"1854:6",1854,"Liverpool",6,5,127,3.93700787401575,1
"1854:6",1854,"order",6,5,127,3.93700787401575,1
"1854:6",1854,"India",6,5,127,3.93700787401575,1
"1854:6",1854,"result",6,5,127,3.93700787401575,1
"1854:6",1854,"Sydney",6,5,127,3.93700787401575,1
"1854:6",1854,"dollars",6,5,127,3.93700787401575,1
"1854:6",1854,"must",6,5,127,3.93700787401575,1
"1854:6",1854,"Superintendent",6,5,127,3.93700787401575,1
"1854:6",1854,"Municipal",6,5,127,3.93700787401575,1
"1854:6",1854,"public",6,5,127,3.93700787401575,1
"1854:6",1854,"known",6,5,127,3.93700787401575,1
"1854:6",1854,"Council",6,5,127,3.93700787401575,1
"1854:6",1854,"part",6,5,127,3.93700787401575,1
"1854:6",1854,"officers",6,5,127,3.93700787401575,1
"1854:6",1854,"great",6,5,127,3.93700787401575,1
"1854:7",1854,"demand",7,42,111,37.8378378378378,2
"1854:7",1854,"Singapore",7,33,111,29.7297297297297,2
"1854:7",1854,"good",7,28,111,25.2252252252252,2
"1854:7",1854,"fair",7,22,111,19.8198198198198,2
"1854:7",1854,"market",7,21,111,18.9189189189189,2
"1854:7",1854,"ctys",7,20,111,18.018018018018,2
"1854:7",1854,"imports",7,18,111,16.2162162162162,2
"1854:7",1854,"readily",7,17,111,15.3153153153153,2
"1854:7",1854,"leaguer",7,16,111,14.4144144144144,2
"1854:7",1854,"picul",7,16,111,14.4144144144144,2
"1854:7",1854,"Alum",7,16,111,14.4144144144144,2
"1854:7",1854,"inst",7,16,111,14.4144144144144,2
"1854:7",1854,"arrivals",7,16,111,14.4144144144144,2
"1854:7",1854,"bring",7,16,111,14.4144144144144,2
"1854:7",1854,"worth",7,15,111,13.5135135135135,2
"1854:7",1854,"Imports",7,15,111,13.5135135135135,2
"1854:7",1854,"Wax",7,15,111,13.5135135135135,2
"1854:8",1854,"dollars",8,105,371,28.3018867924528,3
"1854:8",1854,"bark",8,102,371,27.4932614555256,3
"1854:8",1854,"Liverpool",8,93,371,25.0673854447439,3
"1854:8",1854,"Pinang",8,84,371,22.6415094339623,3
"1854:8",1854,"Brit",8,84,371,22.6415094339623,3
"1854:8",1854,"Hongkong",8,77,371,20.7547169811321,3
"1854:8",1854,"brig",8,76,371,20.4851752021563,3
"1854:8",1854,"ship",8,71,371,19.1374663072776,3
"1854:8",1854,"Nakoda",8,71,371,19.1374663072776,3
"1854:8",1854,"none",8,67,371,18.0592991913747,3
"1854:8",1854,"Calcutta",8,64,371,17.2506738544474,3
"1854:8",1854,"Bombay",8,63,371,16.9811320754717,3
"1855:8",1855,"bark",8,86,304,28.2894736842105,1
"1855:8",1855,"brig",8,66,304,21.7105263157895,1
"1855:8",1855,"Calcutta",8,65,304,21.3815789473684,1
"1855:8",1855,"cwt",8,60,304,19.7368421052632,1
"1855:8",1855,"cent",8,56,304,18.4210526315789,1
"1855:8",1855,"Brit",8,53,304,17.4342105263158,1
"1855:8",1855,"dollars",8,52,304,17.1052631578947,1
"1855:8",1855,"Nakoda",8,52,304,17.1052631578947,1
"1855:8",1855,"Hongkong",8,51,304,16.7763157894737,1
"1855:8",1855,"ship",8,47,304,15.4605263157895,1
"1855:8",1855,"Pinang",8,46,304,15.1315789473684,1
"1856:8",1856,"bark",8,115,308,37.3376623376623,1
"1856:8",1856,"ship",8,102,308,33.1168831168831,1
"1856:8",1856,"British",8,92,308,29.8701298701299,1
"1856:8",1856,"brig",8,60,308,19.4805194805195,1
"1856:8",1856,"Calcutta",8,55,308,17.8571428571429,1
"1856:8",1856,"London",8,53,308,17.2077922077922,1
"1856:8",1856,"Hongkong",8,52,308,16.8831168831169,1
"1856:8",1856,"Brit",8,44,308,14.2857142857143,1
"1856:8",1856,"Guan",8,44,308,14.2857142857143,1
"1856:8",1856,"Kirn",8,42,308,13.6363636363636,1
"1856:8",1856,"cent",8,41,308,13.3116883116883,1
"1856:9",1856,"bark",9,115,308,37.3376623376623,2
"1856:9",1856,"ship",9,102,308,33.1168831168831,2
"1856:9",1856,"British",9,92,308,29.8701298701299,2
"1856:9",1856,"brig",9,60,308,19.4805194805195,2
"1856:9",1856,"Calcutta",9,55,308,17.8571428571429,2
"1856:9",1856,"London",9,53,308,17.2077922077922,2
"1856:9",1856,"Hongkong",9,52,308,16.8831168831169,2
"1856:9",1856,"Brit",9,44,308,14.2857142857143,2
"1856:9",1856,"Guan",9,44,308,14.2857142857143,2
"1856:9",1856,"Kirn",9,42,308,13.6363636363636,2
"1856:9",1856,"cent",9,41,308,13.3116883116883,2
"1856:13",1856,"bark",13,115,308,37.3376623376623,3
"1856:13",1856,"ship",13,102,308,33.1168831168831,3
"1856:13",1856,"British",13,92,308,29.8701298701299,3
"1856:13",1856,"brig",13,60,308,19.4805194805195,3
"1856:13",1856,"Calcutta",13,55,308,17.8571428571429,3
"1856:13",1856,"London",13,53,308,17.2077922077922,3
"1856:13",1856,"Hongkong",13,52,308,16.8831168831169,3
"1856:13",1856,"Brit",13,44,308,14.2857142857143,3
"1856:13",1856,"Guan",13,44,308,14.2857142857143,3
"1856:13",1856,"Kirn",13,42,308,13.6363636363636,3
"1856:13",1856,"cent",13,41,308,13.3116883116883,3
"1856:14",1856,"bark",14,115,308,37.3376623376623,4
"1856:14",1856,"ship",14,102,308,33.1168831168831,4
"1856:14",1856,"British",14,92,308,29.8701298701299,4
"1856:14",1856,"brig",14,60,308,19.4805194805195,4
"1856:14",1856,"Calcutta",14,55,308,17.8571428571429,4
"1856:14",1856,"London",14,53,308,17.2077922077922,4
"1856:14",1856,"Hongkong",14,52,308,16.8831168831169,4
"1856:14",1856,"Brit",14,44,308,14.2857142857143,4
"1856:14",1856,"Guan",14,44,308,14.2857142857143,4
"1856:14",1856,"Kirn",14,42,308,13.6363636363636,4
"1856:14",1856,"cent",14,41,308,13.3116883116883,4
"1856:22",1856,"bark",22,115,308,37.3376623376623,5
"1856:22",1856,"ship",22,102,308,33.1168831168831,5
"1856:22",1856,"British",22,92,308,29.8701298701299,5
"1856:22",1856,"brig",22,60,308,19.4805194805195,5
"1856:22",1856,"Calcutta",22,55,308,17.8571428571429,5
"1856:22",1856,"London",22,53,308,17.2077922077922,5
"1856:22",1856,"Hongkong",22,52,308,16.8831168831169,5
"1856:22",1856,"Brit",22,44,308,14.2857142857143,5
"1856:22",1856,"Guan",22,44,308,14.2857142857143,5
"1856:22",1856,"Kirn",22,42,308,13.6363636363636,5
"1856:22",1856,"cent",22,41,308,13.3116883116883,5
"1856:27",1856,"bark",27,115,308,37.3376623376623,6
"1856:27",1856,"ship",27,102,308,33.1168831168831,6
"1856:27",1856,"British",27,92,308,29.8701298701299,6
"1856:27",1856,"brig",27,60,308,19.4805194805195,6
"1856:27",1856,"Calcutta",27,55,308,17.8571428571429,6
"1856:27",1856,"London",27,53,308,17.2077922077922,6
"1856:27",1856,"Hongkong",27,52,308,16.8831168831169,6
"1856:27",1856,"Brit",27,44,308,14.2857142857143,6
"1856:27",1856,"Guan",27,44,308,14.2857142857143,6
"1856:27",1856,"Kirn",27,42,308,13.6363636363636,6
"1856:27",1856,"cent",27,41,308,13.3116883116883,6
"1856:30",1856,"bark",30,115,308,37.3376623376623,7
"1856:30",1856,"ship",30,102,308,33.1168831168831,7
"1856:30",1856,"British",30,92,308,29.8701298701299,7
"1856:30",1856,"brig",30,60,308,19.4805194805195,7
"1856:30",1856,"Calcutta",30,55,308,17.8571428571429,7
"1856:30",1856,"London",30,53,308,17.2077922077922,7
"1856:30",1856,"Hongkong",30,52,308,16.8831168831169,7
"1856:30",1856,"Brit",30,44,308,14.2857142857143,7
"1856:30",1856,"Guan",30,44,308,14.2857142857143,7
"1856:30",1856,"Kirn",30,42,308,13.6363636363636,7
"1856:30",1856,"cent",30,41,308,13.3116883116883,7
"1857:3",1857,"Ihe",3,13,104,12.5,1
"1857:3",1857,"thai",3,9,104,8.65384615384615,1
"1857:3",1857,"China",3,7,104,6.73076923076923,1
"1857:3",1857,"tin",3,7,104,6.73076923076923,1
"1857:3",1857,"arrival",3,7,104,6.73076923076923,1
"1857:3",1857,"Municipal",3,7,104,6.73076923076923,1
"1857:3",1857,"Intelligence",3,7,104,6.73076923076923,1
"1857:3",1857,"ihe",3,7,104,6.73076923076923,1
"1857:3",1857,"European",3,6,104,5.76923076923077,1
"1857:3",1857,"ami",3,6,104,5.76923076923077,1
"1857:3",1857,"Commissioners",3,6,104,5.76923076923077,1
"1857:3",1857,"iii",3,6,104,5.76923076923077,1
"1857:3",1857,"Tin",3,5,104,4.80769230769231,1
"1857:3",1857,"left",3,5,104,4.80769230769231,1
"1857:3",1857,"John",3,5,104,4.80769230769231,1
"1857:3",1857,"ill",3,5,104,4.80769230769231,1
"1857:3",1857,"tit",3,5,104,4.80769230769231,1
"1857:3",1857,"lor",3,5,104,4.80769230769231,1
"1857:3",1857,"aad",3,5,104,4.80769230769231,1
"1857:4",1857,"Kirn",4,63,214,29.4392523364486,2
"1857:4",1857,"British",4,23,214,10.7476635514019,2
"1857:4",1857,"ship",4,21,214,9.81308411214953,2
"1857:4",1857,"brig",4,17,214,7.94392523364486,2
"1857:4",1857,"Dutch",4,15,214,7.00934579439252,2
"1857:4",1857,"Jati",4,15,214,7.00934579439252,2
"1857:4",1857,"China",4,15,214,7.00934579439252,2
"1857:4",1857,"bark",4,14,214,6.54205607476635,2
"1857:4",1857,"hark",4,10,214,4.67289719626168,2
"1857:4",1857,"lie",4,9,214,4.20560747663551,2
"1857:4",1857,"European",4,8,214,3.73831775700935,2
"1857:4",1857,"iii",4,8,214,3.73831775700935,2
"1857:4",1857,"Wizard",4,7,214,3.27102803738318,2
"1857:4",1857,"Vessels",4,7,214,3.27102803738318,2
"1857:4",1857,"Banjar",4,7,214,3.27102803738318,2
"1857:4",1857,"Intelligence",4,7,214,3.27102803738318,2
"1857:4",1857,"Seng",4,7,214,3.27102803738318,2
"1858:2",1858,"arrival",2,15,121,12.396694214876,1
"1858:2",1858,"China",2,15,121,12.396694214876,1
"1858:2",1858,"ill",2,11,121,9.09090909090909,1
"1858:2",1858,"lie",2,11,121,9.09090909090909,1
"1858:2",1858,"announce",2,10,121,8.26446280991736,1
"1858:2",1858,"Ihe",2,10,121,8.26446280991736,1
"1858:2",1858,"Hongkong",2,8,121,6.61157024793388,1
"1858:2",1858,"Singapore",2,8,121,6.61157024793388,1
"1858:2",1858,"ami",2,6,121,4.95867768595041,1
"1858:2",1858,"received",2,5,121,4.13223140495868,1
"1858:2",1858,"tin",2,5,121,4.13223140495868,1
"1858:2",1858,"Urn",2,5,121,4.13223140495868,1
"1858:2",1858,"North",2,5,121,4.13223140495868,1
"1858:3",1858,"ill",3,17,135,12.5925925925926,2
"1858:3",1858,"British",3,11,135,8.14814814814815,2
"1858:3",1858,"Municipal",3,10,135,7.40740740740741,2
"1858:3",1858,"thai",3,8,135,5.92592592592593,2
"1858:3",1858,"Commissioners",3,8,135,5.92592592592593,2
"1858:3",1858,"lie",3,8,135,5.92592592592593,2
"1858:3",1858,"iii",3,8,135,5.92592592592593,2
"1858:3",1858,"bark",3,8,135,5.92592592592593,2
"1858:3",1858,"India",3,6,135,4.44444444444444,2
"1858:3",1858,"tin",3,6,135,4.44444444444444,2
"1858:3",1858,"cargo",3,6,135,4.44444444444444,2
"1858:3",1858,"schooner",3,6,135,4.44444444444444,2
"1858:3",1858,"lurk",3,5,135,3.7037037037037,2
"1858:3",1858,"rice",3,5,135,3.7037037037037,2
"1858:3",1858,"Borneo",3,5,135,3.7037037037037,2
"1858:4",1858,"bark",4,40,232,17.2413793103448,3
"1858:4",1858,"British",4,24,232,10.3448275862069,3
"1858:4",1858,"ship",4,19,232,8.18965517241379,3
"1858:4",1858,"ill",4,16,232,6.89655172413793,3
"1858:4",1858,"Dutch",4,16,232,6.89655172413793,3
"1858:4",1858,"brig",4,15,232,6.46551724137931,3
"1858:4",1858,"Kirn",4,12,232,5.17241379310345,3
"1858:4",1858,"Ditto",4,11,232,4.74137931034483,3
"1858:4",1858,"cargo",4,11,232,4.74137931034483,3
"1858:4",1858,"iii",4,10,232,4.31034482758621,3
"1858:4",1858,"China",4,9,232,3.87931034482759,3
"1858:4",1858,"lii",4,9,232,3.87931034482759,3
"1858:4",1858,"William",4,8,232,3.44827586206897,3
"1859:2",1859,"arrival",2,43,116,37.0689655172414,1
"1859:2",1859,"announce",2,37,116,31.8965517241379,1
"1859:2",1859,"Singapore",2,26,116,22.4137931034483,1
"1859:2",1859,"passengers",2,24,116,20.6896551724138,1
"1859:2",1859,"China",2,14,116,12.0689655172414,1
"1859:2",1859,"Hongkong",2,13,116,11.2068965517241,1
"1859:2",1859,"Captain",2,10,116,8.62068965517241,1
"1859:2",1859,"family",2,8,116,6.89655172413793,1
"1859:2",1859,"Manila",2,8,116,6.89655172413793,1
"1859:2",1859,"Batavia",2,7,116,6.03448275862069,1
"1859:2",1859,"aad",2,7,116,6.03448275862069,1
