"word","index","year","page","frequency","articleCount","stfreq","pagegroup","category","pagegrpnew","decade"
"Coronation","1937:20",1937,20,32,442,7.23981900452489,5,"Politics and Power","middle","1930"
"King","1937:20",1937,20,32,442,7.23981900452489,5,"Politics and Power","middle","1930"
"left","1937:20",1937,20,25,442,5.65610859728507,5,"Events and Society ","middle","1930"
"Queen","1937:20",1937,20,23,442,5.20361990950226,5,"Persons and Places","middle","1930"
"Sir","1937:20",1937,20,23,442,5.20361990950226,5,"Persons and Places","middle","1930"
"great","1937:20",1937,20,23,442,5.20361990950226,5,"Events and Society ","middle","1930"
"seen","1937:20",1937,20,23,442,5.20361990950226,5,"Events and Society ","middle","1930"
"British","1937:20",1937,20,22,442,4.97737556561086,5,"Politics and Power","middle","1930"
"month","1937:20",1937,20,22,442,4.97737556561086,5,"Business and Commerce","middle","1930"
"Chinese","1937:20",1937,20,21,442,4.75113122171946,5,"Politics and Power","middle","1930"
"little","1937:20",1937,20,21,442,4.75113122171946,5,"Events and Society ","middle","1930"
"Britain","1937:20",1937,20,19,442,4.29864253393665,5,"Politics and Power","middle","1930"
"part","1937:20",1937,20,18,442,4.07239819004525,5,"Events and Society ","middle","1930"
"taken","1937:20",1937,20,18,442,4.07239819004525,5,"Events and Society ","middle","1930"
"General","1937:20",1937,20,17,442,3.84615384615385,5,"Persons and Places","middle","1930"
"air","1937:20",1937,20,17,442,3.84615384615385,5,"Events and Society ","middle","1930"
"picture","1937:20",1937,20,17,442,3.84615384615385,5,"Events and Society ","middle","1930"
"Malacca","1937:22",1937,22,88,271,32.4723247232472,6,"Persons and Places","back","1930"
"Seremban","1937:22",1937,22,52,271,19.1881918819188,6,"Persons and Places","back","1930"
"Club","1937:22",1937,22,44,271,16.2361623616236,6,"Politics and Power","back","1930"
"Association","1937:22",1937,22,37,271,13.6531365313653,6,"Politics and Power","back","1930"
"Chinese","1937:22",1937,22,37,271,13.6531365313653,6,"Politics and Power","back","1930"
"beat","1937:22",1937,22,31,271,11.4391143911439,6,"Events and Society ","back","1930"
"Segamat","1937:22",1937,22,30,271,11.070110701107,6,"Persons and Places","back","1930"
"team","1937:22",1937,22,27,271,9.96309963099631,6,"Events and Society ","back","1930"
"Johore","1937:22",1937,22,26,271,9.59409594095941,6,"Persons and Places","back","1930"
"Negri","1937:22",1937,22,26,271,9.59409594095941,6,"Persons and Places","back","1930"
"annual","1937:22",1937,22,25,271,9.22509225092251,6,"Events and Society ","back","1930"
"Muar","1937:22",1937,22,24,271,8.85608856088561,6,"Persons and Places","back","1930"
"Malacca","1937:23",1937,23,75,243,30.8641975308642,7,"Persons and Places","back","1930"
"Club","1937:23",1937,23,38,243,15.6378600823045,7,"Politics and Power","back","1930"
"Association","1937:23",1937,23,36,243,14.8148148148148,7,"Politics and Power","back","1930"
"Segamat","1937:23",1937,23,35,243,14.40329218107,7,"Persons and Places","back","1930"
"Chinese","1937:23",1937,23,31,243,12.7572016460905,7,"Politics and Power","back","1930"
"Seremban","1937:23",1937,23,31,243,12.7572016460905,7,"Persons and Places","back","1930"
"meeting","1937:23",1937,23,28,243,11.522633744856,7,"Politics and Power","back","1930"
"Johore","1937:23",1937,23,25,243,10.2880658436214,7,"Persons and Places","back","1930"
"London","1937:23",1937,23,25,243,10.2880658436214,7,"Persons and Places","back","1930"
"Muar","1937:23",1937,23,25,243,10.2880658436214,7,"Persons and Places","back","1930"
"match","1937:23",1937,23,25,243,10.2880658436214,7,"Events and Society ","back","1930"
"annual","1937:23",1937,23,24,243,9.87654320987654,7,"Events and Society ","back","1930"
"played","1937:23",1937,23,24,243,9.87654320987654,7,"Events and Society ","back","1930"
"Negri","1937:23",1937,23,23,243,9.46502057613169,7,"Persons and Places","back","1930"
"Cup","1937:23",1937,23,20,243,8.23045267489712,7,"Events and Society ","back","1930"
"London","1938:1",1938,1,186,708,26.271186440678,1,"Persons and Places","front","1930"
"Chinese","1938:1",1938,1,115,708,16.2429378531073,1,"Politics and Power","front","1930"
"Japanese","1938:1",1938,1,103,708,14.5480225988701,1,"Politics and Power","front","1930"
"Singapore","1938:1",1938,1,103,708,14.5480225988701,1,"Persons and Places","front","1930"
"British","1938:1",1938,1,62,708,8.75706214689266,1,"Politics and Power","front","1930"
"Government","1938:1",1938,1,42,708,5.93220338983051,1,"Politics and Power","front","1930"
"air","1938:1",1938,1,41,708,5.7909604519774,1,"Events and Society ","front","1930"
"York","1938:1",1938,1,40,708,5.64971751412429,1,"Persons and Places","front","1930"
"morning","1938:1",1938,1,40,708,5.64971751412429,1,"Events and Society ","front","1930"
"Hankow","1938:1",1938,1,39,708,5.50847457627119,1,"Persons and Places","front","1930"
"Sir","1938:1",1938,1,36,708,5.08474576271187,1,"Persons and Places","front","1930"
"China","1938:1",1938,1,35,708,4.94350282485876,1,"Persons and Places","front","1930"
"Germany","1938:1",1938,1,35,708,4.94350282485876,1,"Persons and Places","front","1930"
"Shanghai","1938:1",1938,1,35,708,4.94350282485876,1,"Persons and Places","front","1930"
"Singapore","1938:3",1938,3,92,458,20.0873362445415,2,"Persons and Places","front","1930"
"Chinese","1938:3",1938,3,51,458,11.1353711790393,2,"Politics and Power","front","1930"
"Wharf","1938:3",1938,3,39,458,8.51528384279476,2,"Business and Commerce","front","1930"
"Malacca","1938:3",1938,3,27,458,5.89519650655022,2,"Persons and Places","front","1930"
"London","1938:3",1938,3,26,458,5.67685589519651,2,"Persons and Places","front","1930"
"expected","1938:3",1938,3,24,458,5.24017467248908,2,"Business and Commerce","front","1930"
"Court","1938:3",1938,3,22,458,4.80349344978166,2,"Politics and Power","front","1930"
"Government","1938:3",1938,3,21,458,4.58515283842795,2,"Politics and Power","front","1930"
"Ship","1938:3",1938,3,21,458,4.58515283842795,2,"Business and Commerce","front","1930"
"York","1938:3",1938,3,21,458,4.58515283842795,2,"Persons and Places","front","1930"
"China","1938:3",1938,3,20,458,4.36681222707424,2,"Persons and Places","front","1930"
"Japanese","1938:3",1938,3,20,458,4.36681222707424,2,"Politics and Power","front","1930"
"British","1938:3",1938,3,19,458,4.14847161572052,2,"Politics and Power","front","1930"
"Kuala","1938:3",1938,3,19,458,4.14847161572052,2,"Persons and Places","front","1930"
"film","1938:4",1938,4,10,213,16.9014084507043,3,"Events and Society ","middle","1930"
"Singapore","1938:4",1938,4,28,213,13.1455399061033,3,"Persons and Places","middle","1930"
"Hollywood","1938:4",1938,4,20,213,9.38967136150235,3,"Persons and Places","middle","1930"
"Chinese","1938:4",1938,4,18,213,8.45070422535211,3,"Politics and Power","middle","1930"
"London","1938:4",1938,4,18,213,8.45070422535211,3,"Persons and Places","middle","1930"
"home","1938:4",1938,4,14,213,6.57276995305164,3,"Events and Society ","middle","1930"
"wife","1938:4",1938,4,14,213,6.57276995305164,3,"Events and Society ","middle","1930"
"British","1938:4",1938,4,13,213,6.10328638497653,3,"Politics and Power","middle","1930"
"Klang","1938:4",1938,4,13,213,6.10328638497653,3,"Persons and Places","middle","1930"
"England","1938:4",1938,4,12,213,5.63380281690141,3,"Persons and Places","middle","1930"
"Paris","1938:4",1938,4,11,213,5.16431924882629,3,"Persons and Places","middle","1930"
"air","1938:4",1938,4,10,213,4.69483568075117,3,"Events and Society ","middle","1930"
"Police","1938:4",1938,4,10,213,4.69483568075117,3,"Events and Society ","middle","1930"
"York","1938:4",1938,4,10,213,4.69483568075117,3,"Persons and Places","middle","1930"
"place","1938:4",1938,4,10,213,4.69483568075117,3,"Events and Society ","middle","1930"
"stars","1938:4",1938,4,10,213,4.69483568075117,3,"Events and Society ","middle","1930"
"Court","1938:4",1938,4,9,213,4.22535211267606,3,"Politics and Power","middle","1930"
"Sir","1938:4",1938,4,9,213,4.22535211267606,3,"Persons and Places","middle","1930"
"miles","1938:4",1938,4,9,213,4.22535211267606,3,"Events and Society ","middle","1930"
"play","1938:4",1938,4,9,213,4.22535211267606,3,"Events and Society ","middle","1930"
"recently","1938:4",1938,4,9,213,4.22535211267606,3,"Events and Society ","middle","1930"
"London","1938:10",1938,10,36,354,10.1694915254237,4,"Persons and Places","middle","1930"
"Singapore","1938:10",1938,10,32,354,9.03954802259887,4,"Persons and Places","middle","1930"
"words","1938:10",1938,10,29,354,8.19209039548022,4,"Events and Society ","middle","1930"
"York","1938:10",1938,10,27,354,7.6271186440678,4,"Persons and Places","middle","1930"
"woman","1938:10",1938,10,25,354,7.06214689265537,4,"Events and Society ","middle","1930"
"British","1938:10",1938,10,23,354,6.49717514124294,4,"Politics and Power","middle","1930"
"name","1938:10",1938,10,22,354,6.21468926553672,4,"Events and Society ","middle","1930"
"wife","1938:10",1938,10,19,354,5.36723163841808,4,"Events and Society ","middle","1930"
"girl","1938:10",1938,10,18,354,5.08474576271187,4,"Events and Society ","middle","1930"
"know","1938:10",1938,10,18,354,5.08474576271187,4,"Events and Society ","middle","1930"
"came","1938:10",1938,10,17,354,4.80225988700565,4,"Events and Society ","middle","1930"
"special","1938:10",1938,10,17,354,4.80225988700565,4,"Events and Society ","middle","1930"
"use","1938:10",1938,10,17,354,4.80225988700565,4,"Events and Society ","middle","1930"
"Singapore","1938:12",1938,12,29,252,11.5079365079365,5,"Persons and Places","middle","1930"
"London","1938:12",1938,12,24,252,9.52380952380952,5,"Persons and Places","middle","1930"
"Paris","1938:12",1938,12,16,252,6.34920634920635,5,"Persons and Places","middle","1930"
"York","1938:12",1938,12,15,252,5.95238095238095,5,"Persons and Places","middle","1930"
"four","1938:12",1938,12,15,252,5.95238095238095,5,"Events and Society ","middle","1930"
"air","1938:12",1938,12,14,252,5.55555555555556,5,"Events and Society ","middle","1930"
"Government","1938:12",1938,12,13,252,5.15873015873016,5,"Politics and Power","middle","1930"
"King","1938:12",1938,12,12,252,4.76190476190476,5,"Politics and Power","middle","1930"
"Royal","1938:12",1938,12,12,252,4.76190476190476,5,"Persons and Places","middle","1930"
"American","1938:12",1938,12,11,252,4.36507936507936,5,"Politics and Power","middle","1930"
"aged","1938:12",1938,12,11,252,4.36507936507936,5,"Events and Society ","middle","1930"
"time","1938:12",1938,12,11,252,4.36507936507936,5,"Events and Society ","middle","1930"
"wife","1938:12",1938,12,10,252,3.96825396825397,5,"Events and Society ","middle","1930"
"world","1938:12",1938,12,10,252,3.96825396825397,5,"Events and Society ","middle","1930"
"Britain","1938:12",1938,12,9,252,3.57142857142857,5,"Politics and Power","middle","1930"
"China","1938:12",1938,12,9,252,3.57142857142857,5,"Persons and Places","middle","1930"
"East","1938:12",1938,12,9,252,3.57142857142857,5,"Persons and Places","middle","1930"
"Germany","1938:12",1938,12,9,252,3.57142857142857,5,"Persons and Places","middle","1930"
"many","1938:12",1938,12,9,252,3.57142857142857,5,"Events and Society ","middle","1930"
"taken","1938:12",1938,12,9,252,3.57142857142857,5,"Events and Society ","middle","1930"
"Malaya","1938:18",1938,18,10,120,45.8333333333334,6,"Persons and Places","back","1930"
"Mainly","1938:18",1938,18,33,120,27.5,6,"Events and Society ","back","1930"
"Singapore","1938:18",1938,18,32,120,26.6666666666667,6,"Persons and Places","back","1930"
"Onlooker","1938:18",1938,18,28,120,23.3333333333333,6,"Events and Society ","back","1930"
"read","1938:18",1938,18,23,120,19.1666666666667,6,"Events and Society ","back","1930"
"Tretchikoff","1938:18",1938,18,18,120,15,6,"Persons and Places","back","1930"
"Sir","1938:18",1938,18,17,120,14.1666666666667,6,"Persons and Places","back","1930"
"many","1938:18",1938,18,10,120,8.33333333333333,6,"Events and Society ","back","1930"
"London","1938:18",1938,18,8,120,6.66666666666667,6,"Persons and Places","back","1930"
"front","1938:18",1938,18,8,120,6.66666666666667,6,"Events and Society ","back","1930"
"women","1938:18",1938,18,8,120,6.66666666666667,6,"Events and Society ","back","1930"
"Council","1938:18",1938,18,7,120,5.83333333333333,6,"Politics and Power","back","1930"
"Others","1938:18",1938,18,7,120,5.83333333333333,6,"Events and Society ","back","1930"
"Sees","1938:18",1938,18,7,120,5.83333333333333,6,"Events and Society ","back","1930"
"back","1938:18",1938,18,7,120,5.83333333333333,6,"Events and Society ","back","1930"
"time","1938:18",1938,18,7,120,5.83333333333333,6,"Events and Society ","back","1930"
"Club","1938:28",1938,28,139,503,27.6341948310139,7,"Politics and Power","back","1930"
"match","1938:28",1938,28,119,503,23.6580516898608,7,"Events and Society ","back","1930"
"beat","1938:28",1938,28,113,503,22.4652087475149,7,"Events and Society ","back","1930"
"played","1938:28",1938,28,101,503,20.0795228628231,7,"Events and Society ","back","1930"
"Singapore","1938:28",1938,28,84,503,16.6998011928429,7,"Persons and Places","back","1930"
"cricket","1938:28",1938,28,74,503,14.7117296222664,7,"Events and Society ","back","1930"
"team","1938:28",1938,28,72,503,14.3141153081511,7,"Events and Society ","back","1930"
"Malacca","1938:28",1938,28,65,503,12.9224652087475,7,"Persons and Places","back","1930"
"runs","1938:28",1938,28,62,503,12.3260437375746,7,"Events and Society ","back","1930"
"Kuala","1938:28",1938,28,57,503,11.3320079522863,7,"Persons and Places","back","1930"
"London","1939:1",1939,1,225,1071,21.0084033613445,1,"Persons and Places","front","1930"
"British","1939:1",1939,1,131,1071,12.2315592903828,1,"Politics and Power","front","1930"
"Germany","1939:1",1939,1,116,1071,10.8309990662932,1,"Persons and Places","front","1930"
"Chinese","1939:1",1939,1,102,1071,9.52380952380952,1,"Politics and Power","front","1930"
"Singapore","1939:1",1939,1,100,1071,9.33706816059757,1,"Persons and Places","front","1930"
"Japanese","1939:1",1939,1,91,1071,8.49673202614379,1,"Politics and Power","front","1930"
"Britain","1939:1",1939,1,70,1071,6.5359477124183,1,"Politics and Power","front","1930"
"French","1939:1",1939,1,68,1071,6.34920634920635,1,"Persons and Places","front","1930"
"Minister","1939:1",1939,1,66,1071,6.1624649859944,1,"Politics and Power","front","1930"
"Government","1939:1",1939,1,65,1071,6.06909430438842,1,"Politics and Power","front","1930"
"London","1939:5",1939,5,599,1513,39.5902181097158,2,"Persons and Places","front","1930"
"demand","1939:5",1939,5,490,1513,32.3859881031064,2,"Business and Commerce","front","1930"
"Singapore","1939:5",1939,5,326,1513,21.5465961665565,2,"Persons and Places","front","1930"
"Sellers","1939:5",1939,5,246,1513,16.2590879048249,2,"Business and Commerce","front","1930"
"Price","1939:5",1939,5,193,1513,12.7561136814276,2,"Business and Commerce","front","1930"
"Exchange","1939:5",1939,5,180,1513,11.8968935888962,2,"Business and Commerce","front","1930"
"York","1939:5",1939,5,163,1513,10.7732980832783,2,"Persons and Places","front","1930"
"Stock","1939:5",1939,5,162,1513,10.7072042300066,2,"Business and Commerce","front","1930"
"noon","1939:5",1939,5,148,1513,9.78189028420357,2,"Events and Society ","front","1930"
"Ton","1939:5",1939,5,148,1513,9.78189028420357,2,"Business and Commerce","front","1930"
"bales","1939:5",1939,5,144,1513,9.51751487111699,2,"Business and Commerce","front","1930"
"Singapore","1939:10",1939,10,780,3302,23.6220472440945,3,"Persons and Places","middle","1930"
"Chinese","1939:10",1939,10,328,3302,9.93337371290127,3,"Politics and Power","middle","1930"
"Malaya","1939:10",1939,10,320,3302,9.69109630526953,3,"Persons and Places","middle","1930"
"London","1939:10",1939,10,316,3302,9.56995760145366,3,"Persons and Places","middle","1930"
"British","1939:10",1939,10,265,3302,8.02543912780133,3,"Politics and Power","middle","1930"
"Sir","1939:10",1939,10,229,3302,6.93519079345851,3,"Persons and Places","middle","1930"
"Government","1939:10",1939,10,215,3302,6.51120533010297,3,"Politics and Power","middle","1930"
"Kuala","1939:10",1939,10,207,3302,6.26892792247123,3,"Persons and Places","middle","1930"
"war","1939:10",1939,10,197,3302,5.96608116293156,3,"Events and Society ","middle","1930"
"Singapore","1939:15",1939,15,756,3214,23.5220908525202,4,"Persons and Places","middle","1930"
"Club","1939:15",1939,15,369,3214,11.4810205351587,4,"Politics and Power","middle","1930"
"played","1939:15",1939,15,326,3214,10.1431238332296,4,"Events and Society ","middle","1930"
"match","1939:15",1939,15,284,3214,8.83634100808961,4,"Events and Society ","middle","1930"
"India","1939:15",1939,15,272,3214,8.46297448662103,4,"Persons and Places","middle","1930"
"Chinese","1939:15",1939,15,265,3214,8.2451773490977,4,"Politics and Power","middle","1930"
"beat","1939:15",1939,15,256,3214,7.96515245799627,4,"Events and Society ","middle","1930"
"hockey","1939:15",1939,15,252,3214,7.84069695084007,4,"Events and Society ","middle","1930"
"Sir","1939:15",1939,15,200,3214,6.22277535780958,4,"Persons and Places","middle","1930"
"London","1939:20",1939,20,71,486,14.6090534979424,5,"Persons and Places","middle","1930"
"Sir","1939:20",1939,20,40,486,8.23045267489712,5,"Persons and Places","middle","1930"
"Government","1939:20",1939,20,32,486,6.5843621399177,5,"Politics and Power","middle","1930"
"Business","1939:20",1939,20,31,486,6.37860082304527,5,"Business and Commerce","middle","1930"
"King","1939:20",1939,20,31,486,6.37860082304527,5,"Politics and Power","middle","1930"
"French","1939:20",1939,20,29,486,5.96707818930041,5,"Persons and Places","middle","1930"
"Congress","1939:20",1939,20,28,486,5.76131687242798,5,"Politics and Power","middle","1930"
"stars","1939:20",1939,20,28,486,5.76131687242798,5,"Events and Society ","middle","1930"
"British","1939:20",1939,20,27,486,5.55555555555556,5,"Politics and Power","middle","1930"
"Foretell","1939:20",1939,20,27,486,5.55555555555556,5,"Events and Society ","middle","1930"
"Personal","1939:20",1939,20,27,486,5.55555555555556,5,"Events and Society ","middle","1930"
"month","1939:20",1939,20,27,486,5.55555555555556,5,"Business and Commerce","middle","1930"
"India","1939:20",1939,20,26,486,5.34979423868313,5,"Persons and Places","middle","1930"
"Japanese","1939:20",1939,20,26,486,5.34979423868313,5,"Politics and Power","middle","1930"
"Naylor","1939:20",1939,20,26,486,5.34979423868313,5,"Persons and Places","middle","1930"
"according","1939:20",1939,20,26,486,5.34979423868313,5,"Events and Society ","middle","1930"
"Queen","1939:20",1939,20,25,486,5.1440329218107,5,"Persons and Places","middle","1930"
"tomorrow","1939:20",1939,20,25,486,5.1440329218107,5,"Events and Society ","middle","1930"
"good","1939:20",1939,20,24,486,4.93827160493827,5,"Events and Society ","middle","1930"
"goal","1939:25",1939,25,13,188,12.7659574468085,6,"Events and Society ","back","1930"
"match","1939:25",1939,25,20,188,10.6382978723404,6,"Events and Society ","back","1930"
"London","1939:25",1939,25,19,188,10.1063829787234,6,"Persons and Places","back","1930"
"played","1939:25",1939,25,18,188,9.57446808510638,6,"Events and Society ","back","1930"
"Muar","1939:25",1939,25,16,188,8.51063829787234,6,"Persons and Places","back","1930"
"Club","1939:25",1939,25,15,188,7.97872340425532,6,"Politics and Power","back","1930"
"Rugby","1939:25",1939,25,15,188,7.97872340425532,6,"Events and Society ","back","1930"
"York","1939:25",1939,25,15,188,7.97872340425532,6,"Persons and Places","back","1930"
"hockey","1939:25",1939,25,15,188,7.97872340425532,6,"Events and Society ","back","1930"
"picture","1939:25",1939,25,15,188,7.97872340425532,6,"Events and Society ","back","1930"
"Johore","1939:25",1939,25,14,188,7.4468085106383,6,"Persons and Places","back","1930"
"beat","1939:25",1939,25,13,188,6.91489361702128,6,"Events and Society ","back","1930"
"game","1939:25",1939,25,13,188,6.91489361702128,6,"Events and Society ","back","1930"
"Germany","1939:25",1939,25,12,188,6.38297872340426,6,"Persons and Places","back","1930"
"Guild","1939:25",1939,25,12,188,6.38297872340426,6,"Persons and Places","back","1930"
"Snapshot","1939:25",1939,25,12,188,6.38297872340426,6,"Events and Society ","back","1930"
"points","1939:25",1939,25,12,188,6.38297872340426,6,"Events and Society ","back","1930"
"annual","1939:25",1939,25,11,188,5.85106382978723,6,"Events and Society ","back","1930"
"team","1939:25",1939,25,11,188,5.85106382978723,6,"Events and Society ","back","1930"
"Army","1939:25",1939,25,10,188,5.31914893617021,6,"Politics and Power","back","1930"
"English","1939:25",1939,25,10,188,5.31914893617021,6,"Politics and Power","back","1930"
"Selangor","1939:25",1939,25,10,188,5.31914893617021,6,"Persons and Places","back","1930"
"camera","1939:25",1939,25,10,188,5.31914893617021,6,"Events and Society ","back","1930"
"many","1939:25",1939,25,10,188,5.31914893617021,6,"Events and Society ","back","1930"
"play","1939:25",1939,25,10,188,5.31914893617021,6,"Events and Society ","back","1930"
"try","1939:25",1939,25,10,188,5.31914893617021,6,"Events and Society ","back","1930"
"badminton","1939:30",1939,30,84,217,79.7235023041474,7,"Events and Society ","back","1930"
"beat","1939:30",1939,30,98,217,45.1612903225806,7,"Events and Society ","back","1930"
"Penang","1939:30",1939,30,52,217,23.963133640553,7,"Persons and Places","back","1930"
"Tan","1939:30",1939,30,51,217,23.5023041474654,7,"Persons and Places","back","1930"
"Selangor","1939:30",1939,30,47,217,21.6589861751152,7,"Persons and Places","back","1930"
"team","1939:30",1939,30,45,217,20.7373271889401,7,"Events and Society ","back","1930"
"Association","1939:30",1939,30,38,217,17.5115207373272,7,"Politics and Power","back","1930"
"singles","1939:30",1939,30,37,217,17.0506912442396,7,"Events and Society ","back","1930"
"tournament","1939:30",1939,30,37,217,17.0506912442396,7,"Events and Society ","back","1930"
"lost","1939:30",1939,30,35,217,16.1290322580645,7,"Events and Society ","back","1930"
"London","1940:1",1940,1,226,688,32.8488372093023,1,"Persons and Places","front","1940"
"Germany","1940:1",1940,1,130,688,18.8953488372093,1,"Persons and Places","front","1940"
"British","1940:1",1940,1,119,688,17.296511627907,1,"Politics and Power","front","1940"
"war","1940:1",1940,1,81,688,11.7732558139535,1,"Events and Society ","front","1940"
"French","1940:1",1940,1,78,688,11.3372093023256,1,"Persons and Places","front","1940"
"Italian","1940:1",1940,1,59,688,8.57558139534884,1,"Persons and Places","front","1940"
"Britain","1940:1",1940,1,55,688,7.99418604651163,1,"Politics and Power","front","1940"
"Minister","1940:1",1940,1,54,688,7.84883720930233,1,"Politics and Power","front","1940"
"air","1940:1",1940,1,43,688,6.25,1,"Events and Society ","front","1940"
"Great","1940:1",1940,1,42,688,6.1046511627907,1,"Persons and Places","front","1940"
"London","1940:2",1940,2,151,820,18.4146341463415,2,"Persons and Places","front","1940"
"British","1940:2",1940,2,112,820,13.6585365853659,2,"Politics and Power","front","1940"
"Japanese","1940:2",1940,2,99,820,12.0731707317073,2,"Politics and Power","front","1940"
"Germany","1940:2",1940,2,86,820,10.4878048780488,2,"Persons and Places","front","1940"
"late","1940:2",1940,2,74,820,9.02439024390244,2,"Events and Society ","front","1940"
"Minister","1940:2",1940,2,64,820,7.80487804878049,2,"Politics and Power","front","1940"
"funeral","1940:2",1940,2,62,820,7.5609756097561,2,"Events and Society ","front","1940"
"French","1940:2",1940,2,60,820,7.31707317073171,2,"Persons and Places","front","1940"
"war","1940:2",1940,2,58,820,7.07317073170732,2,"Events and Society ","front","1940"
"Government","1940:2",1940,2,56,820,6.82926829268293,2,"Politics and Power","front","1940"
"London","1940:9",1940,9,1049,3424,30.6366822429907,3,"Persons and Places","middle","1940"
"Germany","1940:9",1940,9,739,3424,21.5829439252336,3,"Persons and Places","middle","1940"
"British","1940:9",1940,9,695,3424,20.2978971962617,3,"Politics and Power","middle","1940"
"French","1940:9",1940,9,392,3424,11.4485981308411,3,"Persons and Places","middle","1940"
"war","1940:9",1940,9,364,3424,10.6308411214953,3,"Events and Society ","middle","1940"
"Minister","1940:9",1940,9,323,3424,9.43341121495327,3,"Politics and Power","middle","1940"
"air","1940:9",1940,9,256,3424,7.47663551401869,3,"Events and Society ","middle","1940"
"Paris","1940:9",1940,9,256,3424,7.47663551401869,3,"Persons and Places","middle","1940"
"Washington","1940:9",1940,9,249,3424,7.27219626168224,3,"Persons and Places","middle","1940"
"Britain","1940:9",1940,9,246,3424,7.18457943925234,3,"Politics and Power","middle","1940"
"Government","1940:9",1940,9,242,3424,7.06775700934579,3,"Politics and Power","middle","1940"
"London","1940:14",1940,14,579,1666,34.7539015606243,4,"Persons and Places","middle","1940"
"British","1940:14",1940,14,313,1666,18.7875150060024,4,"Politics and Power","middle","1940"
"war","1940:14",1940,14,93,1666,16.5066026410565,4,"Events and Society ","middle","1940"
"Germany","1940:14",1940,14,226,1666,13.5654261704682,4,"Persons and Places","middle","1940"
"Government","1940:14",1940,14,146,1666,8.76350540216086,4,"Politics and Power","middle","1940"
"Minister","1940:14",1940,14,134,1666,8.04321728691477,4,"Politics and Power","middle","1940"
"French","1940:14",1940,14,121,1666,7.26290516206483,4,"Persons and Places","middle","1940"
"Japanese","1940:14",1940,14,100,1666,6.00240096038415,4,"Politics and Power","middle","1940"
"Britain","1940:14",1940,14,95,1666,5.70228091236495,4,"Politics and Power","middle","1940"
"Singapore","1940:15",1940,15,737,2812,26.2091038406828,5,"Persons and Places","middle","1940"
"Club","1940:15",1940,15,574,2812,20.4125177809388,5,"Politics and Power","middle","1940"
"match","1940:15",1940,15,499,2812,17.7453769559033,5,"Events and Society ","middle","1940"
"played","1940:15",1940,15,498,2812,17.7098150782361,5,"Events and Society ","middle","1940"
"beat","1940:15",1940,15,454,2812,16.1450924608819,5,"Events and Society ","middle","1940"
"division","1940:15",1940,15,352,2812,12.5177809388336,5,"Events and Society ","middle","1940"
"race","1940:15",1940,15,336,2812,11.9487908961593,5,"Events and Society ","middle","1940"
"goal","1940:15",1940,15,311,2812,11.0597439544808,5,"Events and Society ","middle","1940"
"ground","1940:15",1940,15,305,2812,10.846372688478,5,"Events and Society ","middle","1940"
"second","1940:15",1940,15,302,2812,10.7396870554765,5,"Events and Society ","middle","1940"
"beat","1940:18",1940,18,70,288,24.3055555555556,6,"Events and Society ","back","1940"
"match","1940:18",1940,18,67,288,23.2638888888889,6,"Events and Society ","back","1940"
"Club","1940:18",1940,18,61,288,21.1805555555556,6,"Politics and Power","back","1940"
"played","1940:18",1940,18,57,288,19.7916666666667,6,"Events and Society ","back","1940"
"cricket","1940:18",1940,18,48,288,16.6666666666667,6,"Events and Society ","back","1940"
"team","1940:18",1940,18,40,288,13.8888888888889,6,"Events and Society ","back","1940"
"Johore","1940:18",1940,18,39,288,13.5416666666667,6,"Persons and Places","back","1940"
"game","1940:18",1940,18,38,288,13.1944444444444,6,"Events and Society ","back","1940"
"Singapore","1940:18",1940,18,36,288,12.5,6,"Persons and Places","back","1940"
"Malacca","1940:18",1940,18,35,288,12.1527777777778,6,"Persons and Places","back","1940"
"hockey","1940:18",1940,18,35,288,12.1527777777778,6,"Events and Society ","back","1940"
"Club","1940:19",1940,19,88,341,25.8064516129032,7,"Politics and Power","back","1940"
"beat","1940:19",1940,19,83,341,24.3401759530792,7,"Events and Society ","back","1940"
"match","1940:19",1940,19,78,341,22.8739002932551,7,"Events and Society ","back","1940"
"Singapore","1940:19",1940,19,64,341,18.7683284457478,7,"Persons and Places","back","1940"
"played","1940:19",1940,19,55,341,16.1290322580645,7,"Events and Society ","back","1940"
"team","1940:19",1940,19,49,341,14.3695014662757,7,"Events and Society ","back","1940"
"hockey","1940:19",1940,19,45,341,13.1964809384164,7,"Events and Society ","back","1940"
"goal","1940:19",1940,19,42,341,12.316715542522,7,"Events and Society ","back","1940"
"Association","1940:19",1940,19,40,341,11.7302052785924,7,"Politics and Power","back","1940"
"cricket","1940:19",1940,19,40,341,11.7302052785924,7,"Events and Society ","back","1940"
"game","1940:19",1940,19,39,341,11.4369501466276,7,"Events and Society ","back","1940"
"London","1941:1",1941,1,72,123,58.5365853658537,1,"Persons and Places","front","1940"
"war","1941:1",1941,1,30,123,34.1463414634146,1,"Events and Society ","front","1940"
"women","1941:1",1941,1,23,123,25.2032520325203,1,"Events and Society ","front","1940"
"woman","1941:1",1941,1,21,123,17.0731707317073,1,"Events and Society ","front","1940"
"British","1941:1",1941,1,18,123,14.6341463414634,1,"Politics and Power","front","1940"
"Germany","1941:1",1941,1,14,123,11.3821138211382,1,"Persons and Places","front","1940"
"Britain","1941:1",1941,1,13,123,10.5691056910569,1,"Politics and Power","front","1940"
"Great","1941:1",1941,1,9,123,7.31707317073171,1,"Persons and Places","front","1940"
